032.006.0	173	1	448	1
032.007.0	174	1	449	1
032.007.a	175	1	450	1
033.001.0	176	1	451	1
033.001.a	177	1	452	1
033.001.b	178	1	453	1
033.001.b	178	1	454	2
033.001.b	178	1	455	3
033.001.b	178	1	456	4
033.001.c	179	1	457	1
033.001.e	180	1	462	1
033.002.0	181	1	463	1
033.005.0	182	1	464	1
033.010.0	183	1	465	1
033.011.0	184	1	466	1
033.011.0	184	1	467	2
033.013.0	185	1	468	1
033.013.0	185	1	469	2
033.015.0	186	1	470	1
033.016.0	187	1	471	1
033.016.0	187	1	472	2
033.018.0	188	1	473	1
033.018.0	188	1	474	2
033.018.0	188	1	475	3
033.018.0	188	1	476	4
033.018.0	188	1	477	5
033.018.0	188	1	478	6
033.018.0	189	2	473	1
033.018.0	189	2	474	2
033.018.0	189	2	475	3
033.018.0	189	2	476	4
033.018.0	189	2	477	5
033.018.0	189	2	478	6
033.018.a	190	1	479	1
033.018.b	191	1	480	1
033.018.b	191	1	481	2
033.018.b	192	2	480	1
033.018.b	192	2	481	2
034.001.0	193	1	482	1
034.002.0	194	1	483	1
034.011.0	195	1	484	1
034.013.0	196	1	485	1
034.014.0	197	1	486	1
034.015.0	198	1	487	1
034.019.0	199	1	488	1
034.020.0	200	1	489	1
035.001.0	201	1	490	1
035.001.a	202	1	491	1
035.002.0	203	1	492	1
035.004.0	204	1	493	1
035.004.0	205	2	493	1
035.021.0	206	1	494	1
035.021.a	207	1	495	1
035.031.0	208	1	496	1
035.040.0	209	1	497	1
035.041.0	210	1	498	1
036.001.0	211	1	499	1
036.002.0	212	1	500	1
036.003.0	213	1	501	1
036.004.0	214	1	502	1
036.004.0	215	2	502	1
036.005.0	216	1	503	1
036.006.0	217	1	504	1
036.007.0	218	1	505	1
036.008.0	219	1	506	1
036.010.0	220	1	507	1
036.010.a	221	1	508	1
036.010.b	222	1	509	1
037.000.0	223	1	511	1
037.000.a	224	1	512	1
037.001.0	225	1	513	1
037.001.0	225	1	514	2
037.001.a	226	1	515	1
037.002.0	227	1	516	1
037.002.0	227	1	517	2
037.002.0	228	2	516	1
037.002.0	228	2	517	2
037.023.0	229	1	518	1
037.026.0	230	1	519	1
038.001.0	231	1	520	1
038.002.0	232	1	521	1
038.003.0	233	1	522	1
038.004.0	234	1	523	1
038.006.0	235	1	524	1
038.006.0	235	1	525	2
038.006.0	235	1	526	3
039.000.a	236	1	527	1
039.000.b	237	1	528	1
039.000.c	238	1	529	1
039.000.d	239	1	530	1
039.001.0	240	1	531	1
039.001.0	240	1	532	2
039.001.0	241	2	531	1
039.001.0	241	2	532	2
039.001.0	242	3	531	1
039.001.0	242	3	532	2
039.001.a	243	1	533	1
039.001.b	244	1	534	1
039.002.0	245	1	535	1
039.003.0	246	1	536	1
039.006.0	247	1	537	1
039.006.0	247	1	538	2
039.009.0	248	1	539	1
039.014.0	249	1	540	1
039.014.0	249	1	541	2
039.021.0	250	1	542	1
039.021.0	250	1	543	2
039.033.0	251	1	544	1
039.033.0	251	1	545	2
039.033.0	252	2	544	1
039.033.0	252	2	545	2
039.035.0	253	1	546	1
039.035.0	253	1	547	2
039.035.a	254	1	548	1
039.035.a	254	1	549	2
039.041.0	255	1	550	1
039.041.0	255	1	551	2
039.041.0	255	1	552	3
039.045.0	256	1	553	1
039.050.0	257	1	554	1
039.050.0	257	1	555	2
039.056.0	258	1	556	1
039.056.0	258	1	557	2
039.056.0	258	1	558	3
039.064.0	259	1	561	1
039.064.0	259	1	562	2
039.064.0	259	1	563	3
039.064.0	259	1	564	4
039.075.a	260	1	565	1
039.075.0	261	1	566	1
039.078.0	262	1	567	1
039.078.0	262	1	568	2
039.078.0	263	2	567	1
039.078.0	263	2	568	2
039.083.0	264	1	569	1
039.093.0	265	1	570	1
039.093.0	266	2	570	1
040.001.0	267	1	571	1
040.001.a	268	1	572	1
040.002.0	269	1	573	1
040.002.0	269	1	574	2
040.003.0	270	1	575	1
040.004.0	271	1	576	1
040.004.0	271	1	577	2
040.005.0	272	1	578	1
040.005.0	272	1	579	2
040.008.0	273	1	580	1
040.011.0	274	1	581	1
040.011.0	274	1	582	2
040.011.0	275	2	581	1
040.011.0	275	2	582	2
041.000.0	276	1	584	1
041.000.a	277	1	585	1
041.000.b	278	1	586	1
041.001.0	279	1	587	1
041.001.0	279	1	588	2
041.001.0	279	1	589	3
041.001.0	279	1	590	4
041.001.a	280	1	591	1
041.002.0	281	1	592	1
041.003.0	282	1	593	1
041.003.0	282	1	594	2
041.003.a	283	1	595	1
041.004.0	284	1	596	1
041.004.0	284	1	597	2
041.005.0	285	1	598	1
041.005.0	285	1	599	2
041.005.0	285	1	600	3
041.005.0	285	1	601	4
041.005.0	285	1	602	5
041.005.0	286	2	598	1
041.005.0	286	2	599	2
041.005.0	286	2	600	3
041.005.0	286	2	601	4
041.005.0	286	2	602	5
041.009.0	287	1	603	1
041.009.0	287	1	604	2
042.001.0	288	1	605	1
042.002.0	289	1	606	1
042.006.0	290	1	607	1
042.007.0	291	1	608	1
042.008.0	292	1	609	1
042.008.0	292	1	610	2
042.008.0	292	1	611	3
042.008.0	292	1	612	4
043.001.0	293	1	613	1
043.002.0	294	1	614	1
044.001.0	295	1	615	1
044.002.0	296	1	616	1
044.002.0	296	1	617	2
044.002.0	296	1	618	3
044.002.0	296	1	619	4
044.002.0	296	1	620	5
044.002.0	296	1	621	6
044.003.0	297	1	622	1
044.003.0	297	1	623	2
044.003.0	297	1	624	3
044.003.0	297	1	625	4
044.003.0	297	1	626	5
044.003.0	297	1	627	6
044.003.0	297	1	628	7
044.003.0	297	1	629	8
044.015.0	298	1	630	1
044.015.0	298	1	631	2
044.015.0	298	1	632	3
044.015.0	299	2	630	1
044.015.0	299	2	631	2
044.015.0	299	2	632	3
044.015.0	300	3	630	1
044.015.0	300	3	631	2
044.015.0	300	3	632	3
044.028.0	301	1	633	1
044.028.0	301	1	634	2
044.028.0	301	1	635	3
044.040.0	302	1	636	1
044.040.0	302	1	637	2
044.040.0	302	1	638	3
044.040.0	302	1	639	4
045.000.a	303	1	640	1
045.000.b	304	1	641	1
045.001.0	305	1	642	1
045.002.0	306	1	643	1
045.002.0	306	1	644	2
045.002.a	307	1	645	1
045.002.a	307	1	646	2
045.066.0	308	1	647	1
045.066.0	308	1	648	2
045.069.0	309	1	649	1
045.072.0	310	1	650	1
046.001.0	311	1	651	1
046.002.0	312	1	652	1
046.013.0	313	1	653	1
047.001.0	314	1	654	1
047.002.0	315	1	655	1
047.002.0	315	1	656	2
047.003.0	316	1	657	1
047.003.0	316	1	658	2
047.004.0	317	1	659	1
047.004.0	317	1	660	2
047.008.0	318	1	661	1
047.008.0	318	1	662	2
047.009.0	319	1	663	1
047.009.0	319	1	664	2
048.001.0	320	1	665	1
048.002.0	321	1	666	1
048.003.0	322	1	667	1
048.004.0	323	1	668	1
049.001.0	324	1	669	1
049.002.0	325	1	670	1
049.003.0	326	1	671	1
049.004.0	327	1	672	1
049.012.0	328	1	673	1
049.018.0	329	1	674	1
050.001.0	330	1	675	1
050.001.0	331	2	675	1
050.001.0	332	3	675	1
050.001.0	333	4	675	1
050.001.a	334	1	676	1
050.001.a	334	1	677	2
050.001.b	335	1	678	1
050.001.b	335	1	679	2
050.002.0	336	1	680	1
050.002.0	336	1	681	2
050.003.0	337	1	682	1
050.003.0	337	1	683	2
050.004.0	338	1	684	1
050.004.0	338	1	685	2
050.005.0	339	1	686	1
050.005.0	339	1	687	2
050.005.0	339	1	688	3
050.006.0	340	1	689	1
050.012.0	341	1	690	1
050.013.0	342	1	691	1
050.013.0	342	1	692	2
050.013.0	342	1	693	3
050.014.0	343	1	694	1
050.014.0	343	1	695	2
050.015.0	344	1	696	1
050.015.0	344	1	697	2
050.031.0	345	1	698	1
050.041.0	346	1	699	1
050.041.0	346	1	700	2
050.041.0	346	1	701	3
050.041.0	346	1	702	4
050.079.0	347	1	703	1
050.079.0	347	1	704	2
050.079.0	347	1	705	3
050.082.0	348	1	706	1
050.083.0	349	1	707	1
051.001.0	350	1	708	1
051.002.0	351	1	709	1
051.003.0	352	1	710	1
051.004.0	353	1	711	1
051.007.0	354	1	712	1
051.007.0	354	1	713	2
051.008.0	355	1	714	1
051.009.0	356	1	715	1
051.010.0	357	1	716	1
051.012.0	358	1	717	1
051.012.0	358	1	718	2
051.012.0	358	1	719	3
051.013.0	359	1	720	1
051.014.0	360	1	721	1
051.015.0	361	1	722	1
051.018.0	362	1	723	1
051.018.0	362	1	724	2
051.018.0	363	2	723	1
051.018.0	363	2	724	2
051.023.0	364	1	725	1
051.023.0	365	2	725	1
051.027.0	366	1	726	1
051.027.0	366	1	727	2
051.027.0	366	1	728	4
051.031.0	367	1	729	1
051.031.0	368	2	729	1
052.000.a	369	1	730	1
052.001.0	370	1	731	1
052.001.0	370	1	732	2
052.001.0	370	1	733	3
053.000.0	371	1	734	1
053.000.a	372	1	735	1
053.000.b	373	1	736	1
053.000.c	374	1	737	1
053.001.0	375	1	738	1
053.001.a	376	1	739	1
053.002.0	377	1	740	1
053.002.0	377	1	741	2
053.010.0	378	1	742	1
053.013.0	379	1	743	1
053.013.0	380	2	743	1
053.013.a	381	1	744	1
054.000.0	382	1	745	1
054.000.a	383	1	746	1
054.000.b	384	1	747	1
054.001.0	385	1	748	1
054.001.0	385	1	749	2
054.002.0	386	1	750	1
054.005.0	387	1	751	1
054.005.0	388	2	751	1
054.007.0	389	1	752	1
054.008.0	390	1	753	1
054.010.0	391	1	754	1
054.014.0	392	1	755	1
054.014.0	392	1	756	2
054.014.0	392	1	757	3
054.015.0	393	1	758	1
054.015.0	393	1	759	2
054.028.0	394	1	760	1
054.028.0	394	1	761	2
054.028.0	394	1	762	3
054.028.0	394	1	763	4
054.028.0	394	1	764	5
054.028.0	394	1	765	6
054.028.0	394	1	766	7
054.028.0	394	1	767	8
055.001.0	395	1	768	1
055.001.0	396	2	768	1
055.002.0	397	1	769	1
055.003.0	398	1	770	1
055.003.0	399	2	770	1
055.004.0	400	1	771	1
055.005.0	401	1	772	1
055.005.0	401	1	773	2
055.005.0	402	2	772	1
055.005.0	402	2	773	2
055.010.0	403	1	774	1
055.010.0	403	1	775	2
055.010.0	403	1	776	3
055.010.0	403	1	777	4
055.010.0	403	1	778	5
055.010.0	404	2	774	1
055.010.0	404	2	775	2
055.010.0	404	2	776	3
055.010.0	404	2	777	4
055.010.0	404	2	778	5
055.012.0	405	1	779	1
055.012.0	405	1	780	2
055.012.0	405	1	781	3
055.013.0	406	1	782	1
055.013.0	406	1	783	2
055.013.0	406	1	784	3
055.013.0	406	1	785	4
055.013.0	406	1	786	5
055.013.0	406	1	787	6
055.013.0	406	1	788	7
055.014.0	407	1	789	1
055.014.0	407	1	790	2
055.016.0	408	1	791	1
055.016.0	408	1	792	2
055.016.0	408	1	793	3
055.033.0	409	1	794	1
055.033.0	409	1	795	2
055.033.0	409	1	796	3
055.035.0	410	1	797	1
055.035.0	410	1	798	2
055.035.0	410	1	799	3
055.036.0	411	1	800	1
055.036.0	411	1	801	2
055.036.0	411	1	802	3
055.037.0	412	1	803	1
055.037.0	412	1	804	2
055.037.0	412	1	805	3
055.037.0	413	2	803	1
055.037.0	413	2	804	2
055.037.0	413	2	805	3
056.001.0	414	1	806	1
056.001.0	414	1	807	2
056.001.0	414	1	808	3
056.002.0	415	1	809	1
056.002.0	415	1	810	2
056.002.0	415	1	811	3
056.003.0	416	1	812	1
056.003.0	416	1	813	2
056.003.0	416	1	814	3
056.004.0	417	1	815	1
056.004.0	417	1	816	2
056.004.0	417	1	817	3
056.005.0	418	1	818	1
056.005.0	418	1	819	2
056.005.0	418	1	820	3
056.005.0	419	2	818	1
056.005.0	419	2	819	2
056.005.0	419	2	820	3
056.006.0	420	1	821	1
056.006.0	420	1	822	2
056.006.0	420	1	823	3
056.007.0	421	1	824	1
056.007.0	421	1	825	2
056.007.0	421	1	826	3
056.008.0	422	1	827	1
056.008.0	422	1	828	2
056.008.0	422	1	829	3
056.009.0	423	1	830	1
056.009.0	423	1	831	2
056.009.0	423	1	832	3
056.010.0	424	1	833	1
056.010.0	424	1	834	2
056.010.0	424	1	835	3
056.010.0	424	1	836	4
056.010.0	424	1	837	5
056.010.0	424	1	838	6
056.011.0	425	1	839	1
056.011.0	425	1	840	2
056.011.0	425	1	841	3
056.011.0	425	1	842	4
056.011.0	425	1	843	5
056.011.0	425	1	844	6
057.001.0	426	1	845	1
057.001.0	426	1	846	2
057.001.0	427	2	845	1
057.001.0	427	2	846	2
057.001.0	428	3	845	1
057.001.0	428	3	846	2
057.002.0	429	1	847	1
057.003.0	430	1	848	1
057.004.0	431	1	849	1
057.004.0	431	1	850	2
057.005.0	432	1	851	1
057.005.0	432	1	852	2
057.006.0	433	1	853	1
057.006.0	433	1	854	2
057.007.0	434	1	855	1
057.008.0	435	1	856	1
058.001.0	436	1	857	1
058.001.0	437	2	857	1
058.002.0	438	1	858	1
058.003.0	439	1	859	1
058.003.0	440	2	859	1
059.000.0	441	1	860	1
059.000.a	442	1	861	1
059.001.0	443	1	862	1
059.001.0	443	1	863	2
059.001.0	443	1	864	3
059.001.0	444	2	862	1
059.001.0	444	2	863	2
059.001.0	444	2	864	3
059.002.0	445	1	865	1
059.002.0	445	1	866	2
059.019.0	446	1	867	1
059.023.0	447	1	868	1
059.024.0	448	1	869	1
059.024.0	448	1	870	2
059.036.0	449	1	871	1
059.036.a	450	1	872	1
060.001.0	451	1	873	1
060.002.0	452	1	874	1
060.002.0	452	1	875	2
061.001.0	453	1	876	1
061.001.0	453	1	877	2
061.001.a	454	1	878	1
061.001.b	455	1	879	1
061.002.0	456	1	880	1
061.002.0	456	1	881	2
061.003.0	457	1	882	1
061.003.0	457	1	883	2
061.004.0	458	1	884	1
061.004.0	458	1	885	2
061.005.0	459	1	886	1
061.005.0	459	1	887	2
061.005.0	459	1	888	3
061.005.0	459	1	889	4
061.006.0	460	1	890	1
061.006.0	460	1	891	2
061.007.0	461	1	892	1
061.007.0	461	1	893	2
061.007.0	461	1	894	3
061.007.0	461	1	895	4
061.007.0	461	1	896	5
061.007.0	461	1	897	6
061.007.0	461	1	898	7
061.007.0	461	1	899	8
061.007.0	462	2	892	1
061.007.0	462	2	893	2
061.007.0	462	2	894	3
061.007.0	462	2	895	4
061.007.0	462	2	896	5
061.007.0	462	2	897	6
061.007.0	462	2	898	7
061.007.0	462	2	899	8
061.008.0	463	1	900	1
061.008.0	463	1	901	2
061.009.0	464	1	902	1
061.009.0	464	1	903	2
062.001.0	465	1	904	1
062.001.a	466	1	905	1
062.001.b	467	1	906	1
062.002.0	468	1	907	1
062.003.0	469	1	908	1
062.004.0	470	1	909	1
062.005.0	471	1	910	1
063.000.0	472	1	911	1
063.000.a	473	1	912	1
063.001.0	474	1	913	1
063.001.0	474	1	914	2
063.002.0	475	1	915	1
063.002.a	476	1	916	1
063.002.a	476	1	917	2
063.015.0	477	1	918	1
063.015.0	477	1	919	2
063.015.0	477	1	920	3
063.039.0	478	1	921	1
063.039.0	479	2	921	1
063.041.0	480	1	922	1
063.041.0	480	1	923	2
063.041.0	481	2	922	1
063.041.0	481	2	923	2
064.001.0	482	1	924	1
064.001.0	482	1	925	2
064.001.0	483	2	924	1
064.001.0	483	2	925	2
064.001.a	484	1	926	1
064.002.0	485	1	927	1
064.003.0	486	1	928	1
064.004.0	487	1	929	1
064.005.0	488	1	930	1
064.005.0	488	1	931	2
064.007.0	489	1	932	1
065.001.0	490	1	933	1
065.001.a	491	1	934	1
065.001.b	492	1	935	1
065.001.c	493	1	936	1
065.001.c	493	1	937	2
065.001.d	494	1	938	1
065.001.e	495	1	939	1
065.001.f	496	1	940	1
065.001.f	496	1	941	2
065.002.0	497	1	942	1
065.004.0	498	1	943	1
065.005.0	499	1	944	1
065.005.0	500	2	944	1
065.009.0	501	1	945	1
065.011.0	502	1	946	1
065.011.0	503	2	946	1
065.013.0	504	1	947	1
065.013.0	505	2	947	1
065.016.0	506	1	948	1
065.018.0	507	1	949	1
065.018.0	507	1	950	2
065.018.0	507	1	951	3
065.018.0	507	1	952	4
065.018.0	507	1	953	5
065.018.0	507	1	954	6
065.019.0	508	1	955	1
065.019.0	508	1	956	2
065.019.0	508	1	957	3
065.019.0	508	1	958	4
065.019.0	508	1	959	5
065.019.0	509	2	955	1
065.019.0	509	2	956	2
065.019.0	509	2	957	3
065.019.0	509	2	958	4
065.019.0	509	2	959	5
065.024.0	510	1	960	1
065.024.0	510	1	961	2
065.024.0	510	1	962	3
065.024.0	510	1	963	4
065.024.0	510	1	964	5
065.024.0	510	1	965	6
065.024.0	510	1	966	7
065.024.0	510	1	967	8
065.024.0	510	1	968	9
065.026.0	511	1	969	1
065.026.0	511	1	970	2
065.026.0	511	1	971	3
065.026.0	511	1	972	4
065.026.0	511	1	973	5
065.026.0	511	1	974	6
065.026.0	511	1	975	7
065.026.0	511	1	976	8
066.000.0	512	1	977	1
066.000.a	513	1	978	1
066.000.b	514	1	979	1
066.001.0	515	1	980	1
066.001.a	516	1	981	1
066.002.0	517	1	982	1
066.002.0	517	1	983	2
066.002.a	518	1	984	1
066.002.b	519	1	985	1
066.003.0	520	1	986	1
066.003.0	520	1	987	2
066.008.0	521	1	988	1
066.008.0	521	1	989	2
066.008.0	521	1	990	3
066.015.0	522	1	991	1
066.015.0	522	1	992	2
066.033.0	523	1	993	1
066.033.0	523	1	994	2
066.033.0	523	1	995	3
066.033.0	523	1	996	4
066.048.0	524	1	997	1
066.048.0	525	2	997	1
066.056.0	526	1	998	1
066.056.0	526	1	999	2
066.056.0	527	2	998	1
066.056.0	527	2	999	2
066.056.0	528	3	998	1
066.056.0	528	3	999	2
066.056.0	529	4	998	1
066.056.0	529	4	999	2
067.001.0	530	1	1000	1
067.002.0	531	1	1001	1
067.003.0	532	1	1002	1
067.004.0	533	1	1003	1
067.005.0	534	1	1004	1
067.009.0	535	1	1005	1
068.000.0	536	1	1006	1
068.000.a	537	1	1007	1
068.000.b	538	1	1008	1
068.001.0	539	1	1009	1
068.001.0	539	1	1010	2
068.001.0	539	1	1011	3
068.001.0	540	2	1009	1
068.001.0	540	2	1010	2
068.001.0	540	2	1011	3
068.001.0	541	3	1009	1
068.001.0	541	3	1010	2
068.001.0	541	3	1011	3
068.001.a	542	1	1012	1
068.001.b	543	1	1013	1
068.001.c	544	1	1014	1
068.001.d	545	1	1015	1
068.001.d	545	1	1016	2
068.001.e	546	1	1017	1
068.002.0	547	1	1018	1
068.002.0	548	2	1018	1
068.002.0	549	3	1018	1
068.003.0	550	1	1019	1
068.004.0	551	1	1020	1
068.004.0	551	1	1021	2
068.005.0	552	1	1022	1
068.005.0	552	1	1023	2
068.005.a	553	1	1024	1
068.021.0	554	1	1025	1
068.021.0	554	1	1026	2
068.021.0	554	1	1027	3
068.021.0	554	1	1028	4
068.021.0	554	1	1029	5
068.021.0	554	1	1030	6
068.021.0	554	1	1031	7
068.021.0	554	1	1032	8
068.021.0	554	1	1033	9
068.021.0	554	1	1034	10
068.021.0	555	2	1025	1
068.021.0	555	2	1026	2
068.021.0	555	2	1027	3
068.021.0	555	2	1028	4
068.021.0	555	2	1029	5
068.021.0	555	2	1030	6
068.021.0	555	2	1031	7
068.021.0	555	2	1032	8
068.021.0	555	2	1033	9
068.021.0	555	2	1034	10
068.041.0	556	1	1035	1
068.041.0	556	1	1036	2
068.041.0	556	1	1037	3
068.046.0	557	1	1038	1
068.046.0	557	1	1039	2
068.057.0	558	1	1040	1
068.057.a	559	1	1041	1
068.057.b	560	1	1042	1
068.057.b	560	1	1043	2
068.057.b	560	1	1044	3
068.068.0	561	1	1045	1
068.068.0	561	1	1046	2
068.068.0	561	1	1047	3
068.068.0	561	1	1048	4
068.070.0	562	1	1049	1
068.070.0	562	1	1050	2
068.078.0	563	1	1051	1
068.078.0	563	1	1052	2
068.078.0	564	2	1051	1
068.078.0	564	2	1052	2
068.106.0	565	1	1053	1
068.106.0	565	1	1054	2
068.118.0	566	1	1055	1
068.118.0	566	1	1056	2
068.118.0	566	1	1057	3
068.118.0	566	1	1058	4
069.000.0	567	1	1059	1
069.001.0	568	1	1060	1
069.001.0	568	1	1061	2
